year;age_group_m;age_group_w;duration;divorces
2006;90 years or more;60-69 years;10-14 years;0
2006;90 years or more;60-69 years;15-19 years;0
2006;90 years or more;60-69 years;20 years or more;0
2006;90 years or more;70-79 years;0-4 years;0
2006;90 years or more;70-79 years;5-9 years;0
2006;90 years or more;70-79 years;10-14 years;0
2006;90 years or more;70-79 years;15-19 years;0
2006;90 years or more;70-79 years;20 years or more;0
2006;90 years or more;80-89 years;0-4 years;0
2006;90 years or more;80-89 years;5-9 years;0
2006;90 years or more;80-89 years;10-14 years;0
2006;90 years or more;80-89 years;15-19 years;0
2006;90 years or more;80-89 years;20 years or more;1
2006;90 years or more;90 years or more;0-4 years;0
2006;90 years or more;90 years or more;5-9 years;0
2006;90 years or more;90 years or more;10-14 years;0
2006;90 years or more;90 years or more;15-19 years;0
2006;90 years or more;90 years or more;20 years or more;0
2007;Less than 20 years;Less than 20 years;0-4 years;0
2007;Less than 20 years;Less than 20 years;5-9 years;0
2007;Less than 20 years;Less than 20 years;10-14 years;0
2007;Less than 20 years;Less than 20 years;15-19 years;0
2007;Less than 20 years;Less than 20 years;20 years or more;0
2007;Less than 20 years;20-29 years;0-4 years;1
2007;Less than 20 years;20-29 years;5-9 years;0
2007;Less than 20 years;20-29 years;10-14 years;0
2007;Less than 20 years;20-29 years;15-19 years;0
2007;Less than 20 years;20-29 years;20 years or more;0
2007;Less than 20 years;30-39 years;0-4 years;0
2007;Less than 20 years;30-39 years;5-9 years;0
2007;Less than 20 years;30-39 years;10-14 years;0
2007;Less than 20 years;30-39 years;15-19 years;0
2007;Less than 20 years;30-39 years;20 years or more;0
2007;Less than 20 years;40-49 years;0-4 years;0
2007;Less than 20 years;40-49 years;5-9 years;0
2007;Less than 20 years;40-49 years;10-14 years;0
2007;Less than 20 years;40-49 years;15-19 years;0
2007;Less than 20 years;40-49 years;20 years or more;0
2007;Less than 20 years;50-59 years;0-4 years;0
2007;Less than 20 years;50-59 years;5-9 years;0
2007;Less than 20 years;50-59 years;10-14 years;0
2007;Less than 20 years;50-59 years;15-19 years;0
2007;Less than 20 years;50-59 years;20 years or more;0
2007;Less than 20 years;60-69 years;0-4 years;0
2007;Less than 20 years;60-69 years;5-9 years;0
2007;Less than 20 years;60-69 years;10-14 years;0
2007;Less than 20 years;60-69 years;15-19 years;0
2007;Less than 20 years;60-69 years;20 years or more;0
2007;Less than 20 years;70-79 years;0-4 years;0
2007;Less than 20 years;70-79 years;5-9 years;0
2007;Less than 20 years;70-79 years;10-14 years;0
2007;Less than 20 years;70-79 years;15-19 years;0
2007;Less than 20 years;70-79 years;20 years or more;0
2007;Less than 20 years;80-89 years;0-4 years;0
2007;Less than 20 years;80-89 years;5-9 years;0
2007;Less than 20 years;80-89 years;10-14 years;0
2007;Less than 20 years;80-89 years;15-19 years;0
2007;Less than 20 years;80-89 years;20 years or more;0
2007;Less than 20 years;90 years or more;0-4 years;0
2007;Less than 20 years;90 years or more;5-9 years;0
2007;Less than 20 years;90 years or more;10-14 years;0
2007;Less than 20 years;90 years or more;15-19 years;0
2007;Less than 20 years;90 years or more;20 years or more;0
2007;20-29 years;Less than 20 years;0-4 years;2
2007;20-29 years;Less than 20 years;5-9 years;0
2007;20-29 years;Less than 20 years;10-14 years;0
2007;20-29 years;Less than 20 years;15-19 years;0
2007;20-29 years;Less than 20 years;20 years or more;0
2007;20-29 years;20-29 years;0-4 years;405
2007;20-29 years;20-29 years;5-9 years;258
2007;20-29 years;20-29 years;10-14 years;5
2007;20-29 years;20-29 years;15-19 years;0
2007;20-29 years;20-29 years;20 years or more;0
2007;20-29 years;30-39 years;0-4 years;113
2007;20-29 years;30-39 years;5-9 years;139
2007;20-29 years;30-39 years;10-14 years;4
2007;20-29 years;30-39 years;15-19 years;0
2007;20-29 years;30-39 years;20 years or more;0
2007;20-29 years;40-49 years;0-4 years;25
2007;20-29 years;40-49 years;5-9 years;34
2007;20-29 years;40-49 years;10-14 years;1
2007;20-29 years;40-49 years;15-19 years;0
2007;20-29 years;40-49 years;20 years or more;0
2007;20-29 years;50-59 years;0-4 years;8
2007;20-29 years;50-59 years;5-9 years;15
2007;20-29 years;50-59 years;10-14 years;0
2007;20-29 years;50-59 years;15-19 years;0
2007;20-29 years;50-59 years;20 years or more;0
2007;20-29 years;60-69 years;0-4 years;4
2007;20-29 years;60-69 years;5-9 years;2
2007;20-29 years;60-69 years;10-14 years;0
2007;20-29 years;60-69 years;15-19 years;0
2007;20-29 years;60-69 years;20 years or more;0
2007;20-29 years;70-79 years;0-4 years;1
2007;20-29 years;70-79 years;5-9 years;1
2007;20-29 years;70-79 years;10-14 years;0
2007;20-29 years;70-79 years;15-19 years;0
2007;20-29 years;70-79 years;20 years or more;0
2007;20-29 years;80-89 years;0-4 years;0
2007;20-29 years;80-89 years;5-9 years;0
2007;20-29 years;80-89 years;10-14 years;0
2007;20-29 years;80-89 years;15-19 years;0
2007;20-29 years;80-89 years;20 years or more;0
2007;20-29 years;90 years or more;0-4 years;0
2007;20-29 years;90 years or more;5-9 years;0
2007;20-29 years;90 years or more;10-14 years;0
2007;20-29 years;90 years or more;15-19 years;0
2007;20-29 years;90 years or more;20 years or more;0
2007;30-39 years;Less than 20 years;0-4 years;0
2007;30-39 years;Less than 20 years;5-9 years;0
2007;30-39 years;Less than 20 years;10-14 years;0
2007;30-39 years;Less than 20 years;15-19 years;0
2007;30-39 years;Less than 20 years;20 years or more;0
2007;30-39 years;20-29 years;0-4 years;360
2007;30-39 years;20-29 years;5-9 years;517
2007;30-39 years;20-29 years;10-14 years;36
2007;30-39 years;20-29 years;15-19 years;0
2007;30-39 years;20-29 years;20 years or more;0
2007;30-39 years;30-39 years;0-4 years;466
2007;30-39 years;30-39 years;5-9 years;1652
2007;30-39 years;30-39 years;10-14 years;945
2007;30-39 years;30-39 years;15-19 years;144
2007;30-39 years;30-39 years;20 years or more;4
2007;30-39 years;40-49 years;0-4 years;101
2007;30-39 years;40-49 years;5-9 years;430
2007;30-39 years;40-49 years;10-14 years;231
2007;30-39 years;40-49 years;15-19 years;68
2007;30-39 years;40-49 years;20 years or more;3
2007;30-39 years;50-59 years;0-4 years;18
2007;30-39 years;50-59 years;5-9 years;141
2007;30-39 years;50-59 years;10-14 years;25
2007;30-39 years;50-59 years;15-19 years;6
2007;30-39 years;50-59 years;20 years or more;0
2007;30-39 years;60-69 years;0-4 years;7
2007;30-39 years;60-69 years;5-9 years;22
2007;30-39 years;60-69 years;10-14 years;3
2007;30-39 years;60-69 years;15-19 years;1
2007;30-39 years;60-69 years;20 years or more;0
2007;30-39 years;70-79 years;0-4 years;0
2007;30-39 years;70-79 years;5-9 years;1
2007;30-39 years;70-79 years;10-14 years;0
2007;30-39 years;70-79 years;15-19 years;0
2007;30-39 years;70-79 years;20 years or more;0
2007;30-39 years;80-89 years;0-4 years;0
2007;30-39 years;80-89 years;5-9 years;0
2007;30-39 years;80-89 years;10-14 years;0
2007;30-39 years;80-89 years;15-19 years;0
2007;30-39 years;80-89 years;20 years or more;0
2007;30-39 years;90 years or more;0-4 years;0
2007;30-39 years;90 years or more;5-9 years;0
2007;30-39 years;90 years or more;10-14 years;0
2007;30-39 years;90 years or more;15-19 years;0
2007;30-39 years;90 years or more;20 years or more;0
2007;40-49 years;Less than 20 years;0-4 years;0
2007;40-49 years;Less than 20 years;5-9 years;0
2007;40-49 years;Less than 20 years;10-14 years;0
2007;40-49 years;Less than 20 years;15-19 years;0
2007;40-49 years;Less than 20 years;20 years or more;0
2007;40-49 years;20-29 years;0-4 years;83
2007;40-49 years;20-29 years;5-9 years;98
2007;40-49 years;20-29 years;10-14 years;1
2007;40-49 years;20-29 years;15-19 years;0
2007;40-49 years;20-29 years;20 years or more;0
2007;40-49 years;30-39 years;0-4 years;214
2007;40-49 years;30-39 years;5-9 years;816
2007;40-49 years;30-39 years;10-14 years;728
2007;40-49 years;30-39 years;15-19 years;397
2007;40-49 years;30-39 years;20 years or more;32
2007;40-49 years;40-49 years;0-4 years;127
2007;40-49 years;40-49 years;5-9 years;521
2007;40-49 years;40-49 years;10-14 years;987
2007;40-49 years;40-49 years;15-19 years;1551
2007;40-49 years;40-49 years;20 years or more;1252
2007;40-49 years;50-59 years;0-4 years;18
2007;40-49 years;50-59 years;5-9 years;121
2007;40-49 years;50-59 years;10-14 years;111
2007;40-49 years;50-59 years;15-19 years;133
2007;40-49 years;50-59 years;20 years or more;147
2007;40-49 years;60-69 years;0-4 years;1
2007;40-49 years;60-69 years;5-9 years;18
2007;40-49 years;60-69 years;10-14 years;11
2007;40-49 years;60-69 years;15-19 years;10
2007;40-49 years;60-69 years;20 years or more;8
2007;40-49 years;70-79 years;0-4 years;0
2007;40-49 years;70-79 years;5-9 years;3
2007;40-49 years;70-79 years;10-14 years;1
2007;40-49 years;70-79 years;15-19 years;0
2007;40-49 years;70-79 years;20 years or more;0
2007;40-49 years;80-89 years;0-4 years;0
2007;40-49 years;80-89 years;5-9 years;0
2007;40-49 years;80-89 years;10-14 years;0
2007;40-49 years;80-89 years;15-19 years;0
2007;40-49 years;80-89 years;20 years or more;0
2007;40-49 years;90 years or more;0-4 years;0
2007;40-49 years;90 years or more;5-9 years;0
2007;40-49 years;90 years or more;10-14 years;0
2007;40-49 years;90 years or more;15-19 years;0
2007;40-49 years;90 years or more;20 years or more;0
2007;50-59 years;Less than 20 years;0-4 years;0
2007;50-59 years;Less than 20 years;5-9 years;0
2007;50-59 years;Less than 20 years;10-14 years;0
2007;50-59 years;Less than 20 years;15-19 years;0
2007;50-59 years;Less than 20 years;20 years or more;0
2007;50-59 years;20-29 years;0-4 years;32
2007;50-59 years;20-29 years;5-9 years;19
2007;50-59 years;20-29 years;10-14 years;1
2007;50-59 years;20-29 years;15-19 years;0
2007;50-59 years;20-29 years;20 years or more;0
2007;50-59 years;30-39 years;0-4 years;47
2007;50-59 years;30-39 years;5-9 years;187
2007;50-59 years;30-39 years;10-14 years;98
2007;50-59 years;30-39 years;15-19 years;41
2007;50-59 years;30-39 years;20 years or more;7
2007;50-59 years;40-49 years;0-4 years;50
2007;50-59 years;40-49 years;5-9 years;187
2007;50-59 years;40-49 years;10-14 years;247
2007;50-59 years;40-49 years;15-19 years;420
2007;50-59 years;40-49 years;20 years or more;949
2007;50-59 years;50-59 years;0-4 years;25
2007;50-59 years;50-59 years;5-9 years;85
2007;50-59 years;50-59 years;10-14 years;86
2007;50-59 years;50-59 years;15-19 years;182
2007;50-59 years;50-59 years;20 years or more;1663
2007;50-59 years;60-69 years;0-4 years;3
2007;50-59 years;60-69 years;5-9 years;18
2007;50-59 years;60-69 years;10-14 years;11
2007;50-59 years;60-69 years;15-19 years;17
2007;50-59 years;60-69 years;20 years or more;112
2007;50-59 years;70-79 years;0-4 years;0
2007;50-59 years;70-79 years;5-9 years;0
2007;50-59 years;70-79 years;10-14 years;0
2007;50-59 years;70-79 years;15-19 years;1
2007;50-59 years;70-79 years;20 years or more;2
2007;50-59 years;80-89 years;0-4 years;0
2007;50-59 years;80-89 years;5-9 years;0
2007;50-59 years;80-89 years;10-14 years;0
2007;50-59 years;80-89 years;15-19 years;0
2007;50-59 years;80-89 years;20 years or more;1
2007;50-59 years;90 years or more;0-4 years;0
2007;50-59 years;90 years or more;5-9 years;0
2007;50-59 years;90 years or more;10-14 years;0
2007;50-59 years;90 years or more;15-19 years;0
2007;50-59 years;90 years or more;20 years or more;0
2007;60-69 years;Less than 20 years;0-4 years;0
2007;60-69 years;Less than 20 years;5-9 years;0
2007;60-69 years;Less than 20 years;10-14 years;0
2007;60-69 years;Less than 20 years;15-19 years;0
2007;60-69 years;Less than 20 years;20 years or more;0
2007;60-69 years;20-29 years;0-4 years;6
2007;60-69 years;20-29 years;5-9 years;4
2007;60-69 years;20-29 years;10-14 years;0
2007;60-69 years;20-29 years;15-19 years;0
2007;60-69 years;20-29 years;20 years or more;0
2007;60-69 years;30-39 years;0-4 years;5
2007;60-69 years;30-39 years;5-9 years;40
2007;60-69 years;30-39 years;10-14 years;19
2007;60-69 years;30-39 years;15-19 years;3
2007;60-69 years;30-39 years;20 years or more;0
2007;60-69 years;40-49 years;0-4 years;12
2007;60-69 years;40-49 years;5-9 years;52
2007;60-69 years;40-49 years;10-14 years;63
2007;60-69 years;40-49 years;15-19 years;58
2007;60-69 years;40-49 years;20 years or more;70
2007;60-69 years;50-59 years;0-4 years;12
2007;60-69 years;50-59 years;5-9 years;51
2007;60-69 years;50-59 years;10-14 years;35
2007;60-69 years;50-59 years;15-19 years;55
2007;60-69 years;50-59 years;20 years or more;446
2007;60-69 years;60-69 years;0-4 years;4
2007;60-69 years;60-69 years;5-9 years;17
2007;60-69 years;60-69 years;10-14 years;23
2007;60-69 years;60-69 years;15-19 years;30
2007;60-69 years;60-69 years;20 years or more;477
2007;60-69 years;70-79 years;0-4 years;0
2007;60-69 years;70-79 years;5-9 years;1
2007;60-69 years;70-79 years;10-14 years;0
2007;60-69 years;70-79 years;15-19 years;3
2007;60-69 years;70-79 years;20 years or more;30
2007;60-69 years;80-89 years;0-4 years;0
2007;60-69 years;80-89 years;5-9 years;0
2007;60-69 years;80-89 years;10-14 years;1
2007;60-69 years;80-89 years;15-19 years;0
2007;60-69 years;80-89 years;20 years or more;0
2007;60-69 years;90 years or more;0-4 years;0
2007;60-69 years;90 years or more;5-9 years;0
2007;60-69 years;90 years or more;10-14 years;0
2007;60-69 years;90 years or more;15-19 years;0
2007;60-69 years;90 years or more;20 years or more;0
2007;70-79 years;Less than 20 years;0-4 years;0
2007;70-79 years;Less than 20 years;5-9 years;0
2007;70-79 years;Less than 20 years;10-14 years;0
2007;70-79 years;Less than 20 years;15-19 years;0
2007;70-79 years;Less than 20 years;20 years or more;0
2007;70-79 years;20-29 years;0-4 years;0
2007;70-79 years;20-29 years;5-9 years;2
2007;70-79 years;20-29 years;10-14 years;0
2007;70-79 years;20-29 years;15-19 years;0
2007;70-79 years;20-29 years;20 years or more;0
2007;70-79 years;30-39 years;0-4 years;0
2007;70-79 years;30-39 years;5-9 years;6
2007;70-79 years;30-39 years;10-14 years;2
2007;70-79 years;30-39 years;15-19 years;0
2007;70-79 years;30-39 years;20 years or more;0
2007;70-79 years;40-49 years;0-4 years;1
2007;70-79 years;40-49 years;5-9 years;10
2007;70-79 years;40-49 years;10-14 years;6
2007;70-79 years;40-49 years;15-19 years;6
2007;70-79 years;40-49 years;20 years or more;6
2007;70-79 years;50-59 years;0-4 years;4
2007;70-79 years;50-59 years;5-9 years;6
2007;70-79 years;50-59 years;10-14 years;4
2007;70-79 years;50-59 years;15-19 years;11
2007;70-79 years;50-59 years;20 years or more;21
2007;70-79 years;60-69 years;0-4 years;2
2007;70-79 years;60-69 years;5-9 years;2
2007;70-79 years;60-69 years;10-14 years;10
2007;70-79 years;60-69 years;15-19 years;10
2007;70-79 years;60-69 years;20 years or more;73
2007;70-79 years;70-79 years;0-4 years;0
2007;70-79 years;70-79 years;5-9 years;2
2007;70-79 years;70-79 years;10-14 years;2
2007;70-79 years;70-79 years;15-19 years;3
2007;70-79 years;70-79 years;20 years or more;56
2007;70-79 years;80-89 years;0-4 years;0
2007;70-79 years;80-89 years;5-9 years;0
2007;70-79 years;80-89 years;10-14 years;0
2007;70-79 years;80-89 years;15-19 years;0
2007;70-79 years;80-89 years;20 years or more;4
2007;70-79 years;90 years or more;0-4 years;0
2007;70-79 years;90 years or more;5-9 years;0
2007;70-79 years;90 years or more;10-14 years;0
2007;70-79 years;90 years or more;15-19 years;0
2007;70-79 years;90 years or more;20 years or more;0
2007;80-89 years;Less than 20 years;0-4 years;0
2007;80-89 years;Less than 20 years;5-9 years;0
2007;80-89 years;Less than 20 years;10-14 years;0
2007;80-89 years;Less than 20 years;15-19 years;0
2007;80-89 years;Less than 20 years;20 years or more;0
2007;80-89 years;20-29 years;0-4 years;0
2007;80-89 years;20-29 years;5-9 years;0
2007;80-89 years;20-29 years;10-14 years;0
2007;80-89 years;20-29 years;15-19 years;0
2007;80-89 years;20-29 years;20 years or more;0
2007;80-89 years;30-39 years;0-4 years;0
2007;80-89 years;30-39 years;5-9 years;3
2007;80-89 years;30-39 years;10-14 years;0
2007;80-89 years;30-39 years;15-19 years;0
2007;80-89 years;30-39 years;20 years or more;0
2007;80-89 years;40-49 years;0-4 years;0
2007;80-89 years;40-49 years;5-9 years;0
2007;80-89 years;40-49 years;10-14 years;1
2007;80-89 years;40-49 years;15-19 years;3
2007;80-89 years;40-49 years;20 years or more;0
2007;80-89 years;50-59 years;0-4 years;0
2007;80-89 years;50-59 years;5-9 years;1
2007;80-89 years;50-59 years;10-14 years;0
2007;80-89 years;50-59 years;15-19 years;0
2007;80-89 years;50-59 years;20 years or more;1
2007;80-89 years;60-69 years;0-4 years;2
2007;80-89 years;60-69 years;5-9 years;1
2007;80-89 years;60-69 years;10-14 years;2
2007;80-89 years;60-69 years;15-19 years;2
2007;80-89 years;60-69 years;20 years or more;5
2007;80-89 years;70-79 years;0-4 years;1
2007;80-89 years;70-79 years;5-9 years;0
2007;80-89 years;70-79 years;10-14 years;1
2007;80-89 years;70-79 years;15-19 years;3
2007;80-89 years;70-79 years;20 years or more;5
2007;80-89 years;80-89 years;0-4 years;0
2007;80-89 years;80-89 years;5-9 years;0
2007;80-89 years;80-89 years;10-14 years;0
2007;80-89 years;80-89 years;15-19 years;0
2007;80-89 years;80-89 years;20 years or more;4
2007;80-89 years;90 years or more;0-4 years;0
2007;80-89 years;90 years or more;5-9 years;0
2007;80-89 years;90 years or more;10-14 years;0
2007;80-89 years;90 years or more;15-19 years;0
2007;80-89 years;90 years or more;20 years or more;0
2007;90 years or more;Less than 20 years;0-4 years;0
2007;90 years or more;Less than 20 years;5-9 years;0
2007;90 years or more;Less than 20 years;10-14 years;0
2007;90 years or more;Less than 20 years;15-19 years;0
